,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,-0.0,-7.322654271411658e-06,-1.3201283177322253e-05,-1.9113635144248198e-05,-2.5072356445778506e-05,-3.108751278741722e-05,-3.716574939739021e-05,-4.3309426528341084e-05,-4.951573969445352e-05,-5.5775843904220444e-05,-6.207401297724301e-05,-6.838687831304277e-05,-7.468280535126956e-05,-8.092147902938316e-05,-8.705377979979553e-05,-9.302203662178027e-05,-9.876073979865294e-05,-0.00010419778158680306,-0.00010925626379793632,-0.0001138568682822753,-0.00011792072977991884,-0.00012137268590484027,-0.0001241447141310056,-0.00012617931146543276,-0.00012743254086232004,-0.00012787646943314808,-0.00012750076238443155,-0.00012631327138567784,-0.00012433955687517418,-0.00012162139460319133,-0.0001182144189943689,-0.00011418513332080236,-0.00010960755881707796,-0.00010455979914542444,-9.912076774400344e-05,-9.336727328896424e-05,-8.73715944783461e-05,-8.119961053566924e-05,-7.490949654530858e-05,-6.855094789379191e-05,-6.216486734613558e-05,-5.5783430604793505e-05,-4.943043852344073e-05,-4.312186154700919e-05,-3.686647630370527e-05,-3.066646877265229e-05,-2.4517788686982235e-05,-1.8409747772147262e-05,-1.232238434912676e-05,-6.216699496636368e-06,-0.0
1,-0.0,-1.320128317732225e-05,-2.350803531804922e-05,-3.387696679446495e-05,-4.433112907548728e-05,-5.488901689779299e-05,-6.556308896500258e-05,-7.63582366498886e-05,-8.727021532386468e-05,-9.828407071922209e-05,-0.00010937261414896093,-0.00012049502481059306,-0.0001315956833720236,-0.00014260336616546304,-0.0001534309500030515,-0.00016397578907945926,-0.00017412092191473245,-0.00018373724183979388,-0.00019268671410081938,-0.00020082664382463025,-0.00020801489393778297,-0.0002141158289794532,-0.00021900663486586073,-0.00022258355726487112,-0.0002247675361366562,-0.00022550871209060287,-0.00022478935299392717,-0.00022262489352398043,-0.00021906297646780734,-0.00021418059995021745,-0.00020807967182560373,-0.00020088141842323159,-0.00019272016975153204,-0.00018373704354788514,-0.0001740739873566349,-0.00016386853178278145,-0.0001532494828897335,-0.00014233365858389572,-0.00013122366808017883,-0.0001200066535334636,-0.00010875386070792477,-9.752087845677851e-05,-8.63483790796892e-05,-7.526319579123674e-05,-6.427958059353794e-05,-5.340048468626063e-05,-4.261868075556682e-05,-3.191749879506979e-05,-2.1270977347490365e-05,-1.0644108426173195e-05,-0.0
2,-0.0,-1.1790980872836537e-05,-2.06756836171427e-05,-2.9621286551790166e-05,-3.865038044608922e-05,-4.7781629527975195e-05,-5.7028481237696526e-05,-6.639780521371845e-05,-7.588846809428901e-05,-8.548986675177049e-05,-9.518046268567984e-05,-0.00010492638431421457,-0.0001146801909655592,-0.0001243799206087425,-0.00013394856957642788,-0.0001432941719697557,-0.00015231065284319228,-0.00016087961537103319,-0.0001688731808299111,-0.00017615792620700982,-0.0001825998568632025,-0.00018807021739713673,-0.00019245179817115558,-0.00019564526228977997,-0.0001975749281670773,-0.00019819342487738338,-0.00019748470944337495,-0.00019546509632126317,-0.00019218217626745408,-0.00018771175270933008,-0.00018215314980176702,-0.00017562340592797198,-0.00016825093651082098,-0.0001601692302592627,-0.00015151105188281148,-0.00014240349074301934,-0.0001329640489090746,-0.0001232978279759419,-0.00011349576713243972,-0.00010363381162006119,-9.377285009164256e-05,-8.395924632180661e-05,-7.422579852256255e-05,-6.459298250136719e-05,-5.507037190260401e-05,-4.5658191251351326e-05,-3.634909491611432e-05,-2.7130651002366217e-05,-1.7990241891758447e-05,-8.928262137684189e-06,-0.0
3,-0.0,-1.1871073268456252e-05,-2.082309375743805e-05,-2.9845770097402788e-05,-3.8966048855750716e-05,-4.82070303006791e-05,-5.7586655566434594e-05,-6.711628388822021e-05,-7.679915615217392e-05,-8.662875756238546e-05,-9.6587114258917e-05,-0.00010664308675262257,-0.0001167507569211225,-0.00012684804370943924,-0.00013685572251395168,-0.00014667705908480972,-0.00015619829256042564,-0.0001652902033439738,-0.00017381096795336174,-0.0001816104237684747,-0.00018853573570520486,-0.000194438277941966,-0.0001991813348047063,-0.00020264801975780242,-0.00020474865682968096,-0.00020542681382474504,-0.00020466325685633284,-0.0002024773164896503,-0.0001989254834928524,-0.00019409741977635664,-0.00018810989727104647,-0.00018109939729032281,-0.00017321418192314795,-0.00016460659285327643,-0.00015542617741100422,-0.0001458140358689297,-0.0001358985747205246,-0.0001257926718889349,-0.00011559212934733441,-0.00010537521013877926,-9.520302427373929e-05,-8.512053080858767e-05,-7.51579504138309e-05,-6.533242536092279e-05,-5.5649818714668037e-05,-4.6106616561253044e-05,-3.6692003132722306e-05,-2.7390339963063513e-05,-1.8184426366791178e-05,-9.059278266355488e-06,-0.0
4,-0.0,-1.1973877643169025e-05,-2.1012050103328036e-05,-3.013422061935405e-05,-3.9373310306604363e-05,-4.875855111267933e-05,-5.831415748409858e-05,-6.805783435336655e-05,-7.79991021531237e-05,-8.813743593032432e-05,-9.846023927962143e-05,-0.00010894070637019134,-0.00011953566788799584,-0.00013018356908542142,-0.00014080278792522201,-0.0001512905627474042,-0.00016152285172465802,-0.00017135547533004772,-0.00018062687855233524,-0.00018916277069062958,-0.0001967827406214749,-0.00020330870068145602,-0.00020857470132661825,-0.00021243732910610733,-0.0002147856270620416,-0.00021554934645974912,-0.00021470442245621565,-0.0002122748849243495,-0.00020833091894434331,-0.00020298336289895416,-0.00019637543506336483,-0.0001886727975800564,-0.00018005314965318888,-0.00017069641082035876,-0.00016077628108498093,-0.000150453634632436,-0.000139871892698238,-0.00012915427651129675,-0.00011840268168210278,-0.00010769783719520592,-9.710039878543935e-05,-8.665265723012275e-05,-7.638059796915357e-05,-6.62961152023208e-05,-5.639925238159803e-05,-4.668040672438549e-05,-3.7122489688689474e-05,-2.770304342601707e-05,-1.8396145023080806e-05,-9.173213211563024e-06,-0.0
5,-0.0,-1.209339295161171e-05,-2.1231959889515313e-05,-3.0471493743219026e-05,-3.9852566600199183e-05,-4.941234092071323e-05,-5.918324830981087e-05,-6.919143661441934e-05,-7.945494405952596e-05,-8.99815736436308e-05,-0.00010076646480447954,-0.00011178939570081434,-0.00012301190144018418,-0.00013437436324680274,-0.00014579331039918516,-0.0001571592757096368,-0.00016833564438516272,-0.00017915901433528288,-0.0001894416128445699,-0.00019897625258573294,-0.00020754412277275387,-0.0002149253775021808,-0.00022091201555571728,-0.00022532200796826257,-0.00022801314157188171,-0.00022889476479304426,-0.00022793568823321864,-0.00022516696646278714,-0.00022067909413456808,-0.00021461408500625802,-0.00020715370892042585,-0.00019850563529882426,-0.00018888929746810042,-0.00017852300969629518,-0.00016761338029384172,-0.00015634752587121976,-0.00014488812396075542,-0.00013337100755575465,-0.00012190481826449836,-0.00011057217340743834,-9.943183012535905e-05,-8.852140910405859e-05,-7.786034146077829e-05,-6.745280371302928e-05,-5.7290494871867486e-05,-4.735517840655301e-05,-3.762094993697062e-05,-2.8056176645862323e-05,-1.8624943654533776e-05,-9.287610988819208e-06,-0.0
6,-0.0,-1.2221913740923864e-05,-2.1469219752095597e-05,-3.083808942666714e-05,-4.037847333963672e-05,-5.0137372667354344e-05,-6.015756903334285e-05,-7.047604219025984e-05,-8.112200454063944e-05,-9.211449113740163e-05,-0.00010345946450835688,-0.00011514643090881134,-0.00012714462460506384,-0.0001393989053746355,-0.0001518256351217676,-0.00016430895043694806,-0.00017669801736481432,-0.0001888060161700619,-0.00020041171261408412,-0.0002112644652755225,-0.00022109332389024048,-0.0002296204323873961,-0.00023657825065712926,-0.00024172922709979924,-0.00024488567822338264,-0.0002459270434038908,-0.00024481167002384397,-0.00024158099982792805,-0.00023635536509471157,-0.0002293221872097667,-0.00022071870784507017,-0.0002108120983193101,-0.00019987977949178842,-0.0001881921960575685,-0.00017599941303973385,-0.00016352202009229663,-0.00015094612951442154,-0.0001384218126515304,-0.00012606412503210376,-0.00011395586400520213,-0.00010215131192935293,-9.068038019162178e-05,-7.955273948430196e-05,-6.876167299039375e-05,-5.8287508551082884e-05,-4.8100568884194747e-05,-3.816362374480496e-05,-2.8433833016331902e-05,-1.8864140743743314e-05,-9.404064915071365e-06,-0.0
7,-0.0,-1.2349990297063306e-05,-2.170712635886211e-05,-3.120997715365579e-05,-4.091962694460137e-05,-5.0894921822680855e-05,-6.119132269431649e-05,-7.185935732997753e-05,-8.294256215407827e-05,-9.447480449308423e-05,-0.0001064768878866058,-0.00011895237507666013,-0.0001318826259201046,-0.0001452211526202366,-0.00015888755341951207,-0.0001727615041087091,-0.00018667755797086808,-0.00020042180073665894,-0.00021373166714056728,-0.0002263003504941138,-0.00023778709457187338,-0.0002478341129609576,-0.00025608985654855087,-0.0002622369083863516,-0.0002660212083217859,-0.00026727810097479246,-0.0002659504465321056,-0.00026209511608107406,-0.00025587648203240806,-0.0002475482939110022,-0.00023742761852941845,-0.00022586560564132074,-0.00021321958585165327,-0.0001998297985259176,-0.00018600247039567705,-0.00017199952398434348,-0.0001580341704457557,-0.00014427109730208768,-0.00013082981958273312,-0.00011778988791281183,-0.00010519690738152566,-9.306861720830202e-05,-8.140055247646315e-05,-7.017102673925418e-05,-5.934533088971589e-05,-4.8879143887329125e-05,-3.8721204407378255e-05,-2.8815311730083547e-05,-1.910172864394646e-05,-9.51808624078051e-06,-0.0
8,-0.0,-1.2466417375879347e-05,-2.19258340693335e-05,-3.155847891393138e-05,-4.1438307743498686e-05,-5.1638080490889164e-05,-6.222844477271017e-05,-7.327652943803095e-05,-8.48438919358169e-05,-9.69836470530563e-05,-0.0001097365986720113,-0.00012312621195161738,-0.00013715231669136517,-0.00015178354422964307,-0.00016694869364018044,-0.00018252751965134304,-0.00019834184373132904,-0.00021414839133722342,-0.00022963528144200062,-0.0002444244948798034,-0.00025808270015992285,-0.0002701422414378796,-0.000280132656630006,-0.000287620765533363,-0.00029225452520805905,-0.0002938033756999006,-0.0002921868955388724,-0.00028748519384601896,-0.0002799285062236325,-0.00026986852782845015,-0.00025773805730846297,-0.00024400713256853403,-0.00022914293554271534,-0.00021357826881816702,-0.00019769056421199682,-0.00018179105517463108,-0.00016612230813821437,-0.00015086173396912882,-0.00013612875284676112,-0.00012199368639915061,-0.00010848697410765395,-9.560781250676277e-05,-8.333172441527822e-05,-7.161686125751156e-05,-6.0409033216013094e-05,-4.964557063196658e-05,-3.925816963514252e-05,-2.9174888390307772e-05,-1.9321460057079943e-05,-9.622097623409712e-06,-0.0
9,-0.0,-1.2558273282789475e-05,-2.210239882509624e-05,-3.185026787418024e-05,-4.189035693183933e-05,-5.23114050006781e-05,-6.320187767679293e-05,-7.464886496839549e-05,-8.673620340932044e-05,-9.954157170458989e-05,-0.00011313227272050856,-0.000127559396741731,-0.00014285008329326327,-0.00015899769328976698,-0.00017594991200532923,-0.0001935951748877683,-0.0002117483853461325,-0.00023013768845364982,-0.000248395017701281,-0.0002660540593600587,-0.00028255982441585323,-0.0002972936549503893,-0.00030961564221171725,-0.0003189227666913707,-0.0003247159620687998,-0.0003266642365898206,-0.00032465141712977963,-0.00031879333229180024,-0.00030942061884218564,-0.000297031967569142,-0.0002822299925604358,-0.0002656541589173203,-0.00024792263550426957,-0.0002295898709295406,-0.0002111215823907025,-0.00019288518000828698,-0.00017515179958254657,-0.00015810575358947215,-0.0001418577556290924,-0.00012645920095303383,-0.00011191573884295776,-9.81991672746795e-05,-8.52572570637771e-05,-7.30214835757872e-05,-6.14128518077475e-05,-5.034609388725184e-05,-3.973253966874516e-05,-2.948194473210358e-05,-1.950353056463894e-05,-9.706465766461063e-06,-0.0
10,-0.0,-1.261103440882234e-05,-2.2210954091370978e-05,-3.204755197126638e-05,-4.2225283281608115e-05,-5.285082241113343e-05,-6.403310533879152e-05,-7.588276218254314e-05,-8.851067592236743e-05,-0.00010202532708110423,-0.00011652850095950865,-0.00013210885771931563,-0.00014883282211871078,-0.00016673228261538037,-0.00018578876516192274,-0.00020591415547361106,-0.0002269287894233012,-0.00024853890302708797,-0.0002703170393357422,-0.00029169087104003756,-0.0003119475160021652,-0.000330260881813036,-0.0003457476212589388,-0.0003575517836286804,-0.0003649491692109374,-0.00036745199381316585,-0.0003648877148258306,-0.00035742850768066023,-0.00034556177996552737,-0.00033001133618108217,-0.0003116327045078834,-0.00029130877422125514,-0.0002698651370084224,-0.00024801412483965637,-0.00022632745937951665,-0.00020523193089555481,-0.0001850205703411526,-0.00016587223712347544,-0.00014787416342171213,-0.00013104385735155006,-0.00011534837302351478,-0.0001007201271812055,-8.70691877056189e-05,-7.429236733743185e-05,-6.227963114131726e-05,-5.091835890759107e-05,-4.00959607213475e-05,-2.9701269887733776e-05,-1.9625059334138788e-05,-9.75995943949727e-06,-0.0
11,-0.0,-1.2608792374026566e-05,-2.2223069223062646e-05,-3.210852065390596e-05,-4.2386711885268125e-05,-5.318394926228032e-05,-6.463214852097277e-05,-7.686910935898728e-05,-9.00378865544716e-05,-0.00010428482737834114,-0.00011975569712722631,-0.00013658914853754327,-0.00015490663142405303,-0.00017479773724148127,-0.00019630002062108215,-0.0002193726811447025,-0.00024386432651494615,-0.00026947661031956663,-0.0002957280342681509,-0.00032192559204092,-0.0003471556574690148,-0.00037030816229697227,-0.00039014720734628617,-0.0004054338107376211,-0.00041509078647064676,-0.0004183784326269554,-0.0004150324707292985,-0.0004053167976063414,-0.00038997072479746934,-0.00037007103060244877,-0.00034685626354318813,-0.00032156185577753927,-0.0002952973672139046,-0.0002689758669729345,-0.0002432897484107128,-0.00021871983368324042,-0.00019556372232881378,-0.00017397198080510562,-0.00015398449542070524,-0.0001355626982707844,-0.00011861587234664032,-0.00010302131386925889,-8.86389675945797e-05,-7.532149184214844e-05,-6.292075723354844e-05,-5.1291681657657045e-05,-4.0294145379144775e-05,-2.9793566033084273e-05,-1.966056856410896e-05,-9.770068753469805e-06,-0.0
12,-0.0,-1.2534600716340372e-05,-2.210834135486992e-05,-3.1988137010868355e-05,-4.231329831168667e-05,-5.323099972609832e-05,-6.48982658576751e-05,-7.748347419192248e-05,-9.116704340125152e-05,-0.00010614080646994834,-0.0001226053399492875,-0.00014076423136601276,-0.00016081392865322538,-0.00018292747358965539,-0.00020723018003157762,-0.00023376537712631068,-0.00026244903154542935,-0.0002930138749028877,-0.0003249471655354776,-0.0003574318346329839,-0.00038930825827866787,-0.00041908146539791115,-0.00044500193844393583,-0.0004652404006571021,-0.0004781512823892847,-0.00048257631150403456,-0.0004780961866332333,-0.00046512982030591445,-0.00044483508755970014,-0.00041885714447882335,-0.00038902482967901513,-0.0003570871899592409,-0.0003245386850607712,-0.0002925383789330353,-0.00026190272349284056,-0.0002331437777978139,-0.00020652805230781605,-0.00018213873626052204,-0.00015993155766549276,-0.00013978014612020344,-0.00012151027153254864,-0.00010492414381029749,-8.98166522694786e-05,-7.598548279328326e-05,-6.323680956003933e-05,-5.138791651412546e-05,-4.02677662693069e-05,-2.9716246111107864e-05,-1.9582594660572754e-05,-9.723344942951916e-06,-0.0
13,-0.0,-1.2370974448525958e-05,-2.183526663102788e-05,-3.163935305939463e-05,-4.194023222385719e-05,-5.290647309662077e-05,-6.472164118285812e-05,-7.758748361332457e-05,-9.172656868226554e-05,-0.00010738386056213995,-0.0001248263973943315,-0.0001443398036053517,-0.00016621978659136052,-0.00019075605498370394,-0.00021820533196752526,-0.00024874954311480263,-0.00028243529462635515,-0.00031909224193899834,-0.00035823211476063393,-0.00039893849308918206,-0.00043977091411445137,-0.0004787243264607532,-0.0005133000745300052,-0.0005407435819470138,-0.0005584668373426194,-0.0005645884563923115,-0.0005584150685097719,-0.0005406396549188322,-0.0005131432026576933,-0.00047851330994908427,-0.00043950411618460107,-0.00039861380806486993,-0.0003578469278749225,-0.00031864338050042475,-0.00028191896995853464,-0.0002481612823839834,-0.00021753989862796554,-0.00019000735608981796,-0.000165380764634063,-0.0001434023098107445,-0.00012378104255736486,-0.0001062198384615405,-9.043144593534375e-05,-7.614694851048145e-05,-6.311920267523661e-05,-5.112309985531383e-05,-3.9953920785872966e-05,-2.9424613809804126e-05,-1.9362516967961273e-05,-9.605829941474818e-06,-0.0
14,-0.0,-1.2100557592397096e-05,-2.1372422913996247e-05,-3.1014808953410225e-05,-4.12014382893667e-05,-5.2121802615393063e-05,-6.398635075220076e-05,-7.703184767770573e-05,-9.152670224067336e-05,-0.00010777582309940553,-0.00012612418383867456,-0.00014695769595763665,-0.00017069912774189612,-0.0001977955994942914,-0.0002286926158729947,-0.00026378780263213494,-0.0003033559778782336,-0.00034743702912032846,-0.00039568143041286545,-0.0004471585249076638,-0.0005001540706981154,-0.0005520183864969092,-0.0005991691894176629,-0.0006373804299739604,-0.0006624515803131921,-0.0006711942929034304,-0.0006624032642362464,-0.0006372834141782518,-0.0005990226989680137,-0.0005518212397969961,-0.000499904656262846,-0.0004468547700251981,-0.00039532076129768505,-0.0003470163219570924,-0.00030287149988877395,-0.0002632351419524894,-0.00022806659859027746,-0.000197090191648847,-0.00016990731943013183,-0.00014607136385403144,-0.00012513392746915284,-0.00010667076902192731,-9.029426890980663e-05,-7.565746219173619e-05,-6.245310693299937e-05,-5.041004801239601e-05,-3.928827581266438e-05,-2.8873497005663058e-05,-1.897165613138366e-05,-9.403608548470599e-06,-0.0
15,-0.0,-1.1706959998857412e-05,-2.0689971911680996e-05,-3.0069043265621825e-05,-4.003254195815491e-05,-5.078910706505786e-05,-6.257487594413247e-05,-7.566148930810465e-05,-9.036488049548848e-05,-0.00010705463939925304,-0.00012616335383629207,-0.00014819466366063191,-0.00017372765973015607,-0.0002034135151744833,-0.00023795762238898563,-0.00027807687717972245,-0.00032441728949221386,-0.0003774128738274216,-0.0004370656862542517,-0.0005026350206710629,-0.0005722514664155912,-0.0006425316169185783,-0.000708367390032391,-0.0007631736093788111,-0.0007999004764748878,-0.0008128709961841745,-0.0007998557518551349,-0.0007630837881507173,-0.0007082317208314233,-0.0006423489541252446,-0.0005720202475629048,-0.0005023532357725563,-0.0004367308385029105,-0.00037702193087947914,-0.00032396662424676883,-0.00027756219658081854,-0.00023737388229430807,-0.0002027548187344642,-0.00017298713597978612,-0.00014736432211624154,-0.00012523390977976507,-0.00010601530318842716,-8.920310262648548e-05,-7.436265103821543e-05,-6.112191302860983e-05,-4.916205153036922e-05,-3.8207963775656404e-05,-2.8019370215956636e-05,-1.8382661697920335e-05,-9.103493575684851e-06,-0.0
